id,slug,title,category,years,year_start,year_end,location,lat,lon,abstract,thumb,image,markdown,year
justin_vulliamy,justin_vulliamy,Justin Vulliamy,person,1712–1797,,,"Vaud, Switzerland",,,"A Swiss clockmaker from the Pays de Vaud. Trained in Paris, Justin Vulliamy moved to London around 1730 to perfect the cylinder escapement, recently invented by George Graham. Partnered with Benjamin Gray, clockmaker to the court, he became an important figure in British clockmaking.",images/placeholders/person_thumb.png,images/placeholders/person_hero.png,content/people/justin_vulliamy.en.md,
abraham_louis_breguet,abraham_louis_breguet,Abraham-Louis Breguet,person,1747–1823,,,"Neuchâtel, Switzerland",,,"Born in Neuchâtel (Switzerland), Abraham-Louis Breguet learned clockmaking from his stepfather, then perfected his craft in Paris under the guidance of Ferdinand Berthoud and Jean-Antoine Lépine. In 1775, he set up on the Quai de l’Horloge in Paris, the nerve center of clockmaking.",images/placeholders/person_thumb.png,images/placeholders/person_hero.png,content/people/abraham_louis_breguet.en.md,
honore_de_balzac,honore_de_balzac,Honore De Balzac,person,1799-1850,,,"Tours, France",,,"A major writer of the 19th century in France, Balzac made watchmaking a recurring literary motif in his work, where watches and clocks became powerful symbols.",images/placeholders/person_thumb.png,images/placeholders/person_hero.png,content/people/honore_de_balzac.en.md,
john_harrison,john_harrison,John Harrison,person,1693–1776,,,"Yorkshire, England",,,"A self-taught carpenter from Yorkshire, John Harrison trained himself in clockmaking. From the 1730s onward, he devoted himself entirely to developing a marine chronometer, supported by George Graham and the astronomer Edmond Halley.",images/placeholders/person_thumb.png,images/placeholders/person_hero.png,content/people/john_harrison.en.md,
ferdinand_berthoud,ferdinand_berthoud,Ferdinand Berthoud,person,1727–1807,,,"Neuchâtel, Switzerland",,,"Ferdinand Berthoud, originally from the Swiss Jura, was born into a family of clockmakers and notable figures. He learned the trade from his brother in Couvet, then moved to Paris at the age of 18, where he became a clock- and pendulum-maker.",images/placeholders/person_thumb.png,images/placeholders/person_hero.png,content/people/ferdinand_berthoud.en.md,
john_arnold,john_arnold,John Arnold,person,1736–1799,,,"London, England",,,"John Arnold was the son of an English clockmaker. A family quarrel drove him to flee at the age of 19 to Holland, then Germany, where he survived as a gunsmith. Upon returning to London, he quickly became famous thanks to his mechanical genius and inventive spirit.",images/placeholders/person_thumb.png,images/placeholders/person_hero.png,content/people/john_arnold.en.md,
henri_robert_ekegren,henri_robert_ekegren,Henri Robert Ekegren,person,1823–1896,,,"Copenhagen, Denmark",,,"Born in Copenhagen in 1823, Lars Emil Johansen was the son of a Swedish father and a Danish mother. He worked in Denmark, Switzerland, France, and Germany alongside major figures of watchmaking such as Urban and Jules Jürgensen, Winnerl, and Adolph Lange. In 1847, he settled in Geneva, where he became clockmaker to the King of Denmark and co-founded a watchmaking manufacture.",images/placeholders/person_thumb.png,images/placeholders/person_hero.png,content/people/henri_robert_ekegren.en.md,
daniel_quare,daniel_quare,Daniel Quare,person,1648–1724,,,"London, England",,,"An English clockmaker based in London, an influential member of the Clockmakers’ Company. Active at the end of the 17th century, Daniel Quare is recognized as one of the great masters of British clockmaking.",images/placeholders/person_thumb.png,images/placeholders/person_hero.png,content/people/daniel_quare.en.md,
george_graham,george_graham,Georg Graham,person,1673–1751,,,"Yorkshire, England",,,"Originally from Yorkshire and orphaned at a very young age, George Graham went to London as an apprentice. Protected and later the son-in-law of Thomas Tompion, he inherited his workshop in 1713. A distinguished member of the Royal Society, he became a pillar of British scientific clockmaking.",images/placeholders/person_thumb.png,images/placeholders/person_hero.png,content/people/george_graham.en.md,
hisashige_tanaka,hisashige_tanaka,Hisashige Tanaka,person,1799–1881,,,"Kurume, Japan",,,"Hisashige Tanaka was born in Kurume, in feudal Japan, the eldest son of a tortoiseshell craftsman. From a very young age, he displayed an early mechanical genius. Rather than taking over the family business, he arranged to leave that role to his brother so he could devote himself to his art: karakuri automata and mechanical inventions.",images/placeholders/person_thumb.png,images/placeholders/person_hero.png,content/people/hisashige_tanaka.en.md,
adrien_philippe,adrien_philippe,Adrien Philippe,person,1815–1894,,," La Bazoche-Gouët, France",,,"The son of a rural French clockmaker, he was born in La Bazoche-Gouët. Trained in mechanics from a very young age, he left his village at 18 for Le Havre, where he repaired marine chronometers, then worked in London before settling in Paris in 1836. In his pursuit of excellence, he dreamed of restoring luxury watchmaking in the manner of Breguet.",images/placeholders/person_thumb.png,images/placeholders/person_hero.png,content/people/adrien_philippe.en.md,
louis_benjamin_audemars,louis_benjamin_audemars,Louis Benjamin Audemars,person,1782–1833,,,"La Brassus, Switzerland",,,"A Swiss clockmaker born and active in Le Brassus, in the Vallée de Joux, Louis-Benjamin Audemars came from a lineage of artisans. Trained by a master now unknown — perhaps his uncle Daniel Piguet, or Philippe-Samuel Meylan, his future friend and indirect associate — he founded his own company, Louis Audemars, in 1811, starting from Meylan’s workshop.",images/placeholders/person_thumb.png,images/placeholders/person_hero.png,content/people/louis_benjamin_audemars.en.md,
jules_jurgensen,jules_jurgensen,Jules Jurgensen,person,1808–1877,,,"Copenhagen, Denmark",,,"Jules Jürgensen, a Danish-born clockmaker, trained in England and later settled in Switzerland, in Le Locle, at the heart of the watchmaking tradition. Unlike his father and brother, he explored new paths and developed an experimental approach.",images/placeholders/person_thumb.png,images/placeholders/person_hero.png,content/people/jules_jurgensen.en.md,
edouard_koehn,edouard_koehn,Edouard Koehn,person,1839–1908,,,"Geneva, Switzerland",,,"Born in 1839 in Germany, the son of Karl Koehn, a court clockmaker. He moved to Geneva at the age of 20, where he trained at the School of Watchmaking. Having begun his career as a simple clockmaker, he rose through the ranks at Patek Philippe, becoming director and shareholder in 1876, before founding his own watchmaking house by acquiring the firm of Robert Ekegren.",images/placeholders/person_thumb.png,images/placeholders/person_hero.png,content/people/warren_marrison.en.md,
paul_ditisheim,paul_ditisheim,Paul Ditisheim,person,1868–1945,,,"La Chaux-de-Fonds, Switzerland",,,"Born in La Chaux-de-Fonds, he wanted to become a doctor, but his father steered him toward watchmaking. He entered the School of Watchmaking and, at the age of 23, received a distinction from the British Horological Institute. Despite this, he refused an English career and returned to Switzerland.",images/placeholders/person_thumb.png,images/placeholders/person_hero.png,content/people/paul_ditisheim.en.md,
galileo_galilei,galileo_galilei,Galileo Galilei,person,1564–1642,,,"Pisa / Florence, Italy",,,"Galileo, a Tuscan physicist and astronomer and a major figure of modern science, was active in Italy under the patronage of the Medici. He taught in Padua and maintained connections with scholarly circles throughout Europe.",images/placeholders/person_thumb.png,images/placeholders/person_hero.png,content/people/galileo_galilei.en.md,
thomas_tompion,thomas_tompion,Thomas Tompion,person,1629–1713,,,"Bedforshire, England",,,"Originally from Bedfordshire and the son of a blacksmith, Tompion acquired expertise in mechanical precision at an early age. Trained in London, he entered the prestigious Clockmakers’ Company in 1671, quickly becoming a central figure in English clockmaking.",images/placeholders/person_thumb.png,images/placeholders/person_hero.png,content/people/thomas_tompion.en.md,
thomas_mudge,thomas_mudge,Thomas Mudge,person,1717–1794,,,"Exeter, England",,,"The son of a pastor from Exeter, Thomas Mudge was noticed at a very young age for his dexterity. He was sent to London as an apprentice to George Graham, Tompion’s direct successor. He later became an exceptional independent clockmaker, highly esteemed at the English court.",images/placeholders/person_thumb.png,images/placeholders/person_hero.png,content/people/thomas_mudge.en.md,
isaac_thuret,isaac_thuret,Isaac Thuret,person,1630–1706,,,"Paris, France",,,"A renowned Parisian clockmaker, established from 1686 under the Grand Gallery of the Louvre, in the former residence of the painter Charles Errard. His lodging was granted by royal patent — proof of his prestige within the court and scientific circles.",images/placeholders/person_thumb.png,images/placeholders/person_hero.png,content/people/isaac_thuret.en.md,
the_first_ones,the_first_ones,The First Ones,story,-1400–-500,,,Ancient Near East,,,TBD,images/placeholders/story_thumb.png,images/placeholders/story_hero.png,content/stories/the_first_ones.en.md,
the_measurement_of_time,the_measurement_of_time,The Measurement of Time,story,,,,Various,,,TBD,images/placeholders/story_thumb.png,images/placeholders/story_hero.png,content/stories/the_measurement_of_time.en.md,
who_invented_the_first_clock,who_invented_the_first_clock,Who Invented the First Clock?,story,,,,Various,,,TBD,images/placeholders/story_thumb.png,images/placeholders/story_hero.png,content/stories/who_invented_the_first_clock.en.md,
from_seasonal_time_to_fixed_time,from_seasonal_time_to_fixed_time,From Seasonal Time to Fixed Time,story,,,,Various,,,TBD,images/placeholders/story_thumb.png,images/placeholders/story_hero.png,content/stories/from_seasonal_time_to_fixed_time.en.md,
a_new_perception_of_time,a_new_perception_of_time,A New Perception of Time,story,,,,Europe,,,TBD,images/placeholders/story_thumb.png,images/placeholders/story_hero.png,content/stories/a_new_perception_of_time.en.md,
the_system_of_etablissage,the_system_of_etablissage,The System of Établissage,story,1750–1850,,,"Swiss Jura, Switzerland",,,TBD,images/placeholders/story_thumb.png,images/placeholders/story_hero.png,content/stories/the_system_of_etablissage.en.md,
the_etablisseur_watch_assembler,the_etablisseur_watch_assembler,The Établisseur (Watch Assembler),story,1750–1850,,,"Swiss Jura, Switzerland",,,TBD,images/placeholders/story_thumb.png,images/placeholders/story_hero.png,content/stories/the_etablisseur_watch_assembler.en.md,
the_merchant_manufacturer,the_merchant_manufacturer,The Merchant-Manufacturer,story,1750–1850,,,"Swiss Jura, Switzerland",,,TBD,images/placeholders/story_thumb.png,images/placeholders/story_hero.png,content/stories/the_merchant_manufacturer.en.md,
the_cabinotier_workshop_watchmaker,the_cabinotier_workshop_watchmaker,The Cabinotier (Workshop Watchmaker),story,1700–1850,,,"Geneva, Switzerland",,,TBD,images/placeholders/story_thumb.png,images/placeholders/story_hero.png,content/stories/the_cabinotier_workshop_watchmaker.en.md,
learned_mountain_dwellers,learned_mountain_dwellers,Learned Mountain Dwellers,story,1700–1850,,,"Jura Mountains, Switzerland",,,TBD,images/placeholders/story_thumb.png,images/placeholders/story_hero.png,content/stories/learned_mountain_dwellers.en.md,
the_legend_of_jeanrichard,the_legend_of_jeanrichard,The Legend of Jeanrichard,story,1660–1741,,,"La Chaux-de-Fonds, Switzerland",,,TBD,images/placeholders/story_thumb.png,images/placeholders/story_hero.png,content/stories/the_legend_of_jeanrichard.en.md,
the_rise_of_the_swiss_jura,the_rise_of_the_swiss_jura,The Rise of the Swiss Jura,story,1700–1900,,,"Swiss Jura, Switzerland",,,TBD,images/placeholders/story_thumb.png,images/placeholders/story_hero.png,content/stories/the_rise_of_the_swiss_jura.en.md,
the_longitude_sea_act,the_longitude_sea_act,The Longitude Sea Act,story,1714,,,"London, England",,,TBD,images/placeholders/story_thumb.png,images/placeholders/story_hero.png,content/stories/the_longitude_sea_act.en.md,
the_chronometer_that_built_an_empire,the_chronometer_that_built_an_empire,The Chronometer that Built an Empire,story,1750–1850,,,United Kingdom / Global seas,,,TBD,images/placeholders/story_thumb.png,images/placeholders/story_hero.png,content/stories/the_chronometer_that_built_an_empire.en.md,
the_barter_of_unsold_watches,the_barter_of_unsold_watches,The Barter of Unsold Watches,story,18th–19th c.,,,Switzerland / France,,,TBD,images/placeholders/story_thumb.png,images/placeholders/story_hero.png,content/stories/the_barter_of_unsold_watches.en.md,
the_english_supremacy,the_english_supremacy,The English Supremacy,story,1650–1750,,,England,,,TBD,images/placeholders/story_thumb.png,images/placeholders/story_hero.png,content/stories/the_english_supremacy.en.md,
the_theft_of_time_in_the_factories,the_theft_of_time_in_the_factories,The Theft of Time in the Factories,story,1880–1920,,,USA / UK,,,TBD,images/placeholders/story_thumb.png,images/placeholders/story_hero.png,content/stories/the_theft_of_time_in_the_factories.en.md,
the_smuggling_of_watches,the_smuggling_of_watches,The Smuggling of Watches,story,18th–19th c.,,,Switzerland / France,,,TBD,images/placeholders/story_thumb.png,images/placeholders/story_hero.png,content/stories/the_smuggling_of_watches.en.md,
voltaire_and_his_watchmaking_venture,voltaire_and_his_watchmaking_venture,Voltaire and His Watchmaking Venture,story,1770–1778,,,"Ferney, France",,,TBD,images/placeholders/story_thumb.png,images/placeholders/story_hero.png,content/stories/voltaire_and_his_watchmaking_venture.en.md,
the_advent_of_the_railway,the_advent_of_the_railway,The Advent of the Railway,story,1830–1880,,,UK / Europe / USA,,,TBD,images/placeholders/story_thumb.png,images/placeholders/story_hero.png,content/stories/the_advent_of_the_railway.en.md,
the_drunkard_s_key,the_drunkard_s_key,The Drunkard’s Key,story,18th–19th c.,,,Europe,,,TBD,images/placeholders/story_thumb.png,images/placeholders/story_hero.png,content/stories/the_drunkard_s_key.en.md,
the_rise_of_mass_production,the_rise_of_mass_production,The Rise of Mass Production,story,1850–1920,,,USA,,,TBD,images/placeholders/story_thumb.png,images/placeholders/story_hero.png,content/stories/the_rise_of_mass_production.en.md,
the_boom_of_watchmaking,the_boom_of_watchmaking,The Boom of Watchmaking,story,1850–1914,,,Switzerland / USA,,,TBD,images/placeholders/story_thumb.png,images/placeholders/story_hero.png,content/stories/the_boom_of_watchmaking.en.md,
switzerland_dominates_the_market,switzerland_dominates_the_market,Switzerland Dominates the Market,story,1900–1960,,,Switzerland,,,TBD,images/placeholders/story_thumb.png,images/placeholders/story_hero.png,content/stories/switzerland_dominates_the_market.en.md,
american_watchmaking,american_watchmaking,American Watchmaking,story,1850–1930,,,USA,,,TBD,images/placeholders/story_thumb.png,images/placeholders/story_hero.png,content/stories/american_watchmaking.en.md,
switzerland_adapts_to_competition,switzerland_adapts_to_competition,Switzerland Adapts to Competition,story,1870–1910,,,Switzerland,,,TBD,images/placeholders/story_thumb.png,images/placeholders/story_hero.png,content/stories/switzerland_adapts_to_competition.en.md,
the_unification_of_time,the_unification_of_time,The Unification of Time,story,1884,,,Washington D.C. / Greenwich,,,TBD,images/placeholders/story_thumb.png,images/placeholders/story_hero.png,content/stories/the_unification_of_time.en.md,
the_world_championships_of_precision,the_world_championships_of_precision,The World Championships of Precision,story,1870–1960,,,Neuchâtel / Kew Teddington,,,TBD,images/placeholders/story_thumb.png,images/placeholders/story_hero.png,content/stories/the_world_championships_of_precision.en.md,
the_decline_of_traditional_watchmaking,the_decline_of_traditional_watchmaking,The Decline of Traditional Watchmaking,story,1929–1950,,,USA / UK,,,TBD,images/placeholders/story_thumb.png,images/placeholders/story_hero.png,content/stories/the_decline_of_traditional_watchmaking.en.md,
the_timex_offensive,the_timex_offensive,The Timex Offensive,story,1950–1965,,,USA,,,TBD,images/placeholders/story_thumb.png,images/placeholders/story_hero.png,content/stories/the_timex_offensive.en.md,
the_tuning_fork_prelude_to_electronics,the_tuning_fork_prelude_to_electronics,The Tuning Fork – Prelude to Electronics,story,1960–1969,,,USA (Bulova Accutron),,,TBD,images/placeholders/story_thumb.png,images/placeholders/story_hero.png,content/stories/the_tuning_fork_prelude_to_electronics.en.md,
the_advent_of_quartz,the_advent_of_quartz,The Advent of Quartz,story,1969–1985,,,Japan / Switzerland,,,TBD,images/placeholders/story_thumb.png,images/placeholders/story_hero.png,content/stories/the_advent_of_quartz.en.md,
switzerland_on_the_brink_of_collapse,switzerland_on_the_brink_of_collapse,Switzerland on the Brink of Collapse,story,1975–1985,,,Switzerland,,,TBD,images/placeholders/story_thumb.png,images/placeholders/story_hero.png,content/stories/switzerland_on_the_brink_of_collapse.en.md,
the_beginnings_of_the_grande_complication,the_beginnings_of_the_grande_complication,The Beginnings of the Grande Complication,story,1890–1910,,,Switzerland,,,TBD,images/placeholders/story_thumb.png,images/placeholders/story_hero.png,content/stories/the_beginnings_of_the_grande_complication.en.md,
the_piguet_family_among_the_first_settlers,the_piguet_family_among_the_first_settlers,The Piguet Family – Among the First Settlers,story,16th–18th c.,,,"Vallée de Joux, Switzerland",,,TBD,images/placeholders/story_thumb.png,images/placeholders/story_hero.png,content/stories/the_piguet_family_among_the_first_settlers.en.md,
the_audemars_family_facing_adversity,the_audemars_family_facing_adversity,The Audemars Family Facing Adversity,story,17th–19th c.,,,"Vallée de Joux, Switzerland",,,TBD,images/placeholders/story_thumb.png,images/placeholders/story_hero.png,content/stories/the_audemars_family_facing_adversity.en.md,
the_first_watchmakers_of_the_vallee_de_joux,the_first_watchmakers_of_the_vallee_de_joux,The First Watchmakers of the Vallée de Joux,story,17th–18th c.,,,"Vallée de Joux, Switzerland",,,TBD,images/placeholders/story_thumb.png,images/placeholders/story_hero.png,content/stories/the_first_watchmakers_of_the_vallee_de_joux.en.md,
the_royal_oak,the_royal_oak,The Royal Oak,story,1972,,,"Le Brassus / Geneva, Switzerland",,,TBD,images/placeholders/story_thumb.png,images/placeholders/story_hero.png,content/stories/the_royal_oak.en.md,
clepsydra_water_clock,clepsydra_water_clock,Clepsydra (Water Clock),device,-1500–-300,,,Egypt / Greece,39.0742,21.8243,TBD,images/devices/device_thumb.png,images/devices/device_hero.png,content/devices/clepsydra_water_clock.en.md,
gnomon,gnomon,Gnomon,device,-800–-200,,,Ancient Greece / China,39.0742,21.8243,TBD,images/devices/device_thumb.png,images/devices/device_hero.png,content/devices/gnomon.en.md,
sundial,sundial,Sundial,device,-1500–1900,,,Egypt / Mediterranean,26.82,30.802,TBD,images/devices/device_thumb.png,images/devices/device_hero.png,content/devices/sundial.en.md,
astrolabe,astrolabe,Astrolabe,device,200–1600,,,Mediterranean / Islamic World / Europe,,,TBD,images/devices/device_thumb.png,images/devices/device_hero.png,content/devices/astrolabe.en.md,
hourglass,hourglass,Hourglass,device,c. 1300–1600 CE,1300.0,1600.0,Medieval Europe,51.507,-0.128,"An enclosed sand timer that measures short, repeatable intervals for navigation and work.",images/devices/device_thumb.png,images/devices/device_hero.png,content/devices/hourglass.en.md,
mechanical_tower_clock,mechanical_tower_clock,Mechanical Tower Clock,device,1300–1500,,,Europe,,,TBD,images/devices/device_thumb.png,images/devices/device_hero.png,content/devices/mechanical_tower_clock.en.md,
pendulum_clock,pendulum_clock,Pendulum Clock,device,1656–1800,,,Netherlands / Europe,52.132,5.291,TBD,images/devices/device_thumb.png,images/devices/device_hero.png,content/devices/pendulum_clock.en.md,
marine_chronometer,marine_chronometer,Marine Chronometer,device,1760–1900,,,United Kingdom / France / Switzerland,46.818,8.227,TBD,images/devices/device_thumb.png,images/devices/device_hero.png,content/devices/marine_chronometer.en.md,
wristwatch,wristwatch,Wristwatch,device,1868–,,,Switzerland,46.818,8.227,TBD,images/devices/device_thumb.png,images/devices/device_hero.png,content/devices/wristwatch.en.md,
atomic_clock,atomic-clock,Atomic Clock,device,1949–present,1949.0,2025.0,Washington DC/NIST,38.9072,-77.0369,A frequency standard based on atoms that defines modern time for navigation and networks.,images/devices/device_thumb.png,images/devices/device_hero.png,content/devices/atomic_clock.en.md,
egyptian-sundial,egyptian-sundial,Egyptian Sundial,device,,,-1200.0,"Cairo, Egypt",30.044,31.236,"One of the earliest instruments to measure daytime hours using the sun’s shadow. Egyptian sundials structured agricultural work, ritual calendars, and state administration by aligning daily life with celestial rhythms.",images/devices/egyptian-sundial_thumb.jpg,images/devices/egyptian-sundial_hero.jpg,,-1500.0
greek-gnomon,greek-gnomon,Greek Gnomon,device,,,-200.0,"Athens, Greece",37.984,23.727,"A vertical rod used to read the sun’s altitude and mark time, seasons, and geographic latitude. The gnomon helped Greek astronomers quantify the heavens with geometry.",images/devices/greek-gnomon_thumb.jpg,images/devices/greek-gnomon_hero.jpg,,-600.0
babylonian-water-clock-clepsydra,babylonian-water-clock-clepsydra,Babylonian Water Clock (Clepsydra),device,,,-500.0,"Babylon (near Baghdad), Iraq",33.315,44.366,"A regulated flow of water measured equal intervals independent of sunlight. Clepsydrae timed rituals, legal proceedings, and astronomical work in ancient Mesopotamia.",images/devices/babylonian-water-clock-clepsydra_thumb.jpg,images/devices/babylonian-water-clock-clepsydra_hero.jpg,,-1400.0
armillary-sphere,armillary-sphere,Armillary Sphere,device,,,1600.0,"Alexandria, Egypt",31.2,29.918,A three-dimensional model of the heavens composed of nested rings. Scholars used it to visualize celestial motions and teach cosmology.,images/devices/armillary-sphere_thumb.jpg,images/devices/armillary-sphere_hero.jpg,,-200.0
nocturnal,nocturnal,Nocturnal,device,,,1600.0,"Venice, Italy",45.44,12.315,A hand-held device to tell time at night from circumpolar stars. Mariners used nocturnals when the sun was not visible.,images/devices/nocturnal_thumb.jpg,images/devices/nocturnal_hero.jpg,,1500.0
su-song-s-astronomical-clock-tower,su-song-s-astronomical-clock-tower,Su Song’s Astronomical Clock Tower,device,1092–1094 CE,1092.0,1094.0,"Kaifeng, China",34.797,114.307,"The Chinese scholar Su Song designed a monumental astronomical clock 12 meters high, powered by a waterwheel and composed of about 400 parts. A true cosmic machine, it did more than indicate the time: it represented the movements of the stars, the Earth, and the heavens in a coherent system.",images/placeholders/device_thumb.png,images/placeholders/device_hero.png,content/devices/su-song-s-astronomical-clock-tower.en.md,1092.0
early-mechanical-clock,early-mechanical-clock,Early Mechanical Clock,device,,,1350.0,"Nuremberg, Germany",49.454,11.077,Weight-driven tower clocks with verge escapements appeared in European cities. They made civic time audible and public.,images/devices/early-mechanical-clock_thumb.jpg,images/devices/early-mechanical-clock_hero.jpg,,1280.0
pendulum-clock,pendulum-clock,Pendulum Clock,device,,,1700.0,"The Hague, Netherlands",52.08,4.311,"Huygens applied the pendulum to clock escapements, boosting accuracy orders of magnitude. The pendulum clock became Europe’s time standard.",images/devices/pendulum-clock_thumb.jpg,images/devices/pendulum-clock_hero.jpg,,1656.0
marine-chronometer,marine-chronometer,Marine Chronometer,device,,,1800.0,"Greenwich, England",51.482,0.0,Harrison’s chronometers solved longitude at sea by keeping accurate shipboard time. Navigation became safer and global trade accelerated.,images/devices/marine-chronometer_thumb.jpg,images/devices/marine-chronometer_hero.jpg,,1760.0
quartz-watch,quartz-watch,Quartz Watch,device,1969–present,1969.0,2025.0,"Tokyo, Japan",35.6762,139.6503,An electronic oscillator that keeps time with far higher precision than classical mechanics.,images/devices/quartz-watch_thumb.jpg,images/devices/quartz-watch_hero.jpg,,1969.0
atomic-clock,atomic-clock,Atomic Clock,device,,,2025.0,"Washington, D.C., USA",38.907,-77.037,"Microwave transitions in cesium defined the second and synchronized global systems. Atomic clocks underpin GPS, telecoms, and finance.",images/devices/atomic-clock_thumb.jpg,images/devices/atomic-clock_hero.jpg,,1955.0
egyptian_calendar,egyptian_calendar,Egyptian Calendar,device,-1500,,-1500,Ancient Egypt (Thebes),25.687,32.639,"The ancient Egyptian civil calendar, described notably by the Greek historian Herodotus, comprised 365 days divided into 12 months of 30 days, to which 5 additional days called epagomenal days were added each year. From the New Kingdom (around 1550–1070 BC), the months were no longer designated by numbers, but by names linked to religious festivals celebrated mainly in Thebes.",images/placeholders/device_thumb.png,images/placeholders/device_hero.png,content/devices/egyptian_calendar.en.md,-3000.0
planets-and-the-days-of-the-week,planets-and-the-days-of-the-week,Planets and the Days of the Week,device,1st millennium BCE,-1000.0,-1.0,Babylon (Mesopotamia),32.536,44.42,,images/placeholders/device_thumb.png,images/placeholders/device_hero.png,content/devices/planets-and-the-days-of-the-week.en.md,-1000.0
early-solar-indicators-gnomons,early-solar-indicators-gnomons,Early Solar Indicators — Gnomons,device,c. 2000–500 BCE,-2000.0,-500.0,Ancient Egypt,25.687,32.639,,images/placeholders/device_thumb.png,images/placeholders/device_hero.png,content/devices/early-solar-indicators-gnomons.en.md,-2000.0
babylonian-gnomons,babylonian-gnomons,Babylonian Gnomons,device,c. 1800–500 BCE,-1800.0,-500.0,Babylon (Mesopotamia),32.536,44.42,,images/placeholders/device_thumb.png,images/placeholders/device_hero.png,content/devices/babylonian-gnomons.en.md,-1800.0
chinese-gnomons,chinese-gnomons,Chinese Gnomons,device,c. 1000–200 BCE,-1000.0,-200.0,"Chang'an (Xi’an), China",34.341,108.939,,images/placeholders/device_thumb.png,images/placeholders/device_hero.png,content/devices/chinese-gnomons.en.md,-1000.0
